menu_id,restaurante_id,fecha,dia_semana,dia_semana_num,temporada,primer_plato,primer_plato_id,segundo_plato,segundo_plato_id,postre,postre_id,bebida_incluida,precio
462,4,2025-12-18,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
463,4,2025-12-19,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
464,4,2025-12-22,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
465,4,2025-12-23,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
466,4,2025-12-24,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
467,4,2025-12-26,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
468,4,2025-12-29,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
469,4,2025-12-30,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
470,4,2025-12-31,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
471,4,2026-01-02,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
472,4,2026-01-05,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
473,4,2026-01-07,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
474,4,2026-01-08,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
475,4,2026-01-09,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
476,4,2026-01-12,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
477,4,2026-01-13,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
478,4,2026-01-14,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
479,4,2026-01-15,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
480,4,2026-01-16,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
481,4,2026-01-19,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
482,4,2026-01-20,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
483,4,2026-01-21,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
484,4,2026-01-22,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
485,4,2026-01-23,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
486,4,2026-01-26,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
487,4,2026-01-27,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
488,4,2026-01-28,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
489,4,2026-01-29,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
490,4,2026-01-30,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
491,4,2026-02-02,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
492,4,2026-02-03,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
493,4,2026-02-04,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
494,4,2026-02-05,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
495,4,2026-02-06,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
496,4,2026-02-09,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
497,4,2026-02-10,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
498,4,2026-02-11,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
499,4,2026-02-12,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
500,4,2026-02-13,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
501,4,2026-02-16,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
502,4,2026-02-17,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
503,4,2026-02-18,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
504,4,2026-02-19,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
505,4,2026-02-20,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
506,4,2026-02-23,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
507,4,2026-02-24,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
508,4,2026-02-25,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
509,4,2026-02-26,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
510,4,2026-02-27,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
511,4,2026-03-02,Lunes,0,primavera,Ensalada italiana,96,Pasta primavera,101,Fresones con nata,41,True,14.0
512,4,2026-03-03,Martes,1,primavera,Caprese con burrata,97,Pizza napolitana,102,Helado artesano,42,True,14.0
513,5,2025-09-01,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
514,5,2025-09-02,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
515,5,2025-09-03,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
516,5,2025-09-04,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
517,5,2025-09-05,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
518,5,2025-09-08,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
519,5,2025-09-09,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
520,5,2025-09-10,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
521,5,2025-09-11,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
522,5,2025-09-12,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
523,5,2025-09-15,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
524,5,2025-09-16,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
525,5,2025-09-17,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
526,5,2025-09-18,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
527,5,2025-09-19,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
528,5,2025-09-22,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
529,5,2025-09-23,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
530,5,2025-09-24,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
531,5,2025-09-25,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
532,5,2025-09-26,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
533,5,2025-09-29,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
534,5,2025-09-30,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
535,5,2025-10-01,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
536,5,2025-10-02,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
537,5,2025-10-03,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
538,5,2025-10-06,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
539,5,2025-10-07,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
540,5,2025-10-08,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
541,5,2025-10-09,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
542,5,2025-10-10,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
543,5,2025-10-13,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
544,5,2025-10-14,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
545,5,2025-10-15,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
546,5,2025-10-16,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
547,5,2025-10-17,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
548,5,2025-10-20,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
549,5,2025-10-21,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
550,5,2025-10-22,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
551,5,2025-10-23,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
552,5,2025-10-24,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
553,5,2025-10-27,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
554,5,2025-10-28,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
555,5,2025-10-29,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
556,5,2025-10-30,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
557,5,2025-10-31,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
558,5,2025-11-03,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
559,5,2025-11-04,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
560,5,2025-11-05,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
561,5,2025-11-06,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
562,5,2025-11-07,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
563,5,2025-11-10,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
564,5,2025-11-11,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
565,5,2025-11-12,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
566,5,2025-11-13,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
567,5,2025-11-14,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
568,5,2025-11-17,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
569,5,2025-11-18,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
570,5,2025-11-19,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
571,5,2025-11-20,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
572,5,2025-11-21,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
573,5,2025-11-24,Lunes,0,otoño,Sopa de miso,106,Pollo teriyaki,111,Arroz con leche,11,True,11.0
574,5,2025-11-25,Martes,1,otoño,Rollitos de primavera,107,Pad thai,112,Flan casero,12,True,11.0
575,5,2025-11-26,Miércoles,2,otoño,Gyozas de cerdo,108,Cerdo agridulce,113,Tarta de manzana,13,True,11.0
576,5,2025-11-27,Jueves,3,otoño,Ensalada de wakame,109,Curry rojo de pollo,114,Natillas,14,True,11.0
577,5,2025-11-28,Viernes,4,otoño,Edamame,110,Arroz frito con gambas,115,Coulant de chocolate,15,True,11.0
578,5,2025-12-01,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
579,5,2025-12-02,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
580,5,2025-12-03,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
581,5,2025-12-04,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
582,5,2025-12-05,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
583,5,2025-12-09,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
584,5,2025-12-10,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
585,5,2025-12-11,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
586,5,2025-12-12,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
587,5,2025-12-15,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
588,5,2025-12-16,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
589,5,2025-12-17,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
590,5,2025-12-18,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
591,5,2025-12-19,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
592,5,2025-12-22,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
593,5,2025-12-23,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
594,5,2025-12-24,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
595,5,2025-12-26,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
596,5,2025-12-29,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
597,5,2025-12-30,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
598,5,2025-12-31,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
599,5,2026-01-02,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
600,5,2026-01-05,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
601,5,2026-01-07,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
602,5,2026-01-08,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
603,5,2026-01-09,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
604,5,2026-01-12,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
605,5,2026-01-13,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
606,5,2026-01-14,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
607,5,2026-01-15,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
608,5,2026-01-16,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
609,5,2026-01-19,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
610,5,2026-01-20,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
611,5,2026-01-21,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
612,5,2026-01-22,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
613,5,2026-01-23,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
614,5,2026-01-26,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
615,5,2026-01-27,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
616,5,2026-01-28,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
617,5,2026-01-29,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
618,5,2026-01-30,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
619,5,2026-02-02,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
620,5,2026-02-03,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
621,5,2026-02-04,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
622,5,2026-02-05,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
623,5,2026-02-06,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
624,5,2026-02-09,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
625,5,2026-02-10,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
626,5,2026-02-11,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
627,5,2026-02-12,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
628,5,2026-02-13,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
629,5,2026-02-16,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
630,5,2026-02-17,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
631,5,2026-02-18,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
632,5,2026-02-19,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
633,5,2026-02-20,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
634,5,2026-02-23,Lunes,0,invierno,Ramen de cerdo,116,Ramen tonkotsu,121,Torrijas,26,True,11.0
635,5,2026-02-24,Martes,1,invierno,Sopa tom yum,117,Curry japonés,122,Tarta de queso,27,True,11.0
636,5,2026-02-25,Miércoles,2,invierno,Wonton soup,118,Pato pekinés,123,Crema catalana,28,True,11.0
637,5,2026-02-26,Jueves,3,invierno,Dim sum variado,119,Bibimbap,124,Brownie con helado,29,True,11.0
638,5,2026-02-27,Viernes,4,invierno,Sopa pho,120,Noodles con ternera,125,Leche frita,30,True,11.0
639,5,2026-03-02,Lunes,0,primavera,Ensalada thai,126,Salmón teriyaki,131,Fresones con nata,41,True,11.0
640,5,2026-03-03,Martes,1,primavera,Rollitos vietnamitas,127,Pollo kung pao,132,Helado artesano,42,True,11.0
641,6,2025-09-01,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
642,6,2025-09-02,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
643,6,2025-09-03,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
644,6,2025-09-04,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
645,6,2025-09-05,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
646,6,2025-09-08,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
647,6,2025-09-09,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
648,6,2025-09-10,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
649,6,2025-09-11,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
650,6,2025-09-12,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
651,6,2025-09-15,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
652,6,2025-09-16,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
653,6,2025-09-17,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
654,6,2025-09-18,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
655,6,2025-09-19,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
656,6,2025-09-22,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
657,6,2025-09-23,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
658,6,2025-09-24,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
659,6,2025-09-25,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
660,6,2025-09-26,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
661,6,2025-09-29,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
662,6,2025-09-30,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
663,6,2025-10-01,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
664,6,2025-10-02,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
665,6,2025-10-03,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
666,6,2025-10-06,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
667,6,2025-10-07,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
668,6,2025-10-08,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
669,6,2025-10-09,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
670,6,2025-10-10,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
671,6,2025-10-13,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
672,6,2025-10-14,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
673,6,2025-10-15,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
674,6,2025-10-16,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
675,6,2025-10-17,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
676,6,2025-10-20,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
677,6,2025-10-21,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
678,6,2025-10-22,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
679,6,2025-10-23,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
680,6,2025-10-24,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
681,6,2025-10-27,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
682,6,2025-10-28,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
683,6,2025-10-29,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
684,6,2025-10-30,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
685,6,2025-10-31,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
686,6,2025-11-03,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
687,6,2025-11-04,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
688,6,2025-11-05,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
689,6,2025-11-06,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
690,6,2025-11-07,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
691,6,2025-11-10,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
692,6,2025-11-11,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
693,6,2025-11-12,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
694,6,2025-11-13,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
