fecha,restaurante_id,nombre_restaurante,tipo_cocina,direccion,precio_menu,dia_semana,dia_semana_num,temporada,primer_plato,segundo_plato,postre,temperatura,lluvia,es_festivo,menus_vendidos,ingresos,valoracion_media
2025-12-03,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,invierno,Sopa de tortilla,Burritos de carne asada,Crema catalana,5.2,False,False,60,660.0,4.3
2025-12-04,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,6.8,False,False,57,712.5,3.9
2025-12-04,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,invierno,Falafel con ensalada,Tajín de pollo,Brownie con helado,6.8,False,False,57,741.0,3.8
2025-12-04,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,6.8,False,False,41,471.5,4.3
2025-12-04,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,invierno,Crema de parmesano,Pizza quattro formaggi,Brownie con helado,6.8,False,False,44,616.0,4.7
2025-12-04,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,invierno,Dim sum variado,Bibimbap,Brownie con helado,6.8,False,False,43,473.0,3.5
2025-12-04,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,invierno,Pimientos asados,Arroz a banda,Brownie con helado,6.8,False,False,43,623.5,3.8
2025-12-04,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,invierno,Ensalada de escarola,Solomillo al whisky,Brownie con helado,6.8,False,False,35,525.0,3.8
2025-12-04,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,invierno,Falafel casero,Guiso de judías,Brownie con helado,6.8,False,False,27,324.0,4.6
2025-12-04,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Jueves,3,invierno,Navajas a la plancha,Merluza en salsa,Brownie con helado,6.8,False,False,29,464.0,3.7
2025-12-04,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Jueves,3,invierno,Nachos gratinados,Enchiladas verdes,Brownie con helado,6.8,False,False,43,473.0,4.3
2025-12-05,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,11.5,True,False,36,450.0,4.4
2025-12-05,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Viernes,4,invierno,Crema de champiñones,Bacalao confitado,Leche frita,11.5,True,False,32,416.0,4.2
2025-12-05,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,11.5,True,False,24,276.0,3.5
2025-12-05,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Viernes,4,invierno,Bruschetta de champiñones,Ñoquis al pesto,Leche frita,11.5,True,False,31,434.0,4.4
2025-12-05,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Viernes,4,invierno,Sopa pho,Noodles con ternera,Leche frita,11.5,True,False,39,429.0,4.0
2025-12-05,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Viernes,4,invierno,Patatas bravas,Arroz con verduras,Leche frita,11.5,True,False,21,304.5,4.0
2025-12-05,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Viernes,4,invierno,Revuelto de morcilla,Codillo asado,Leche frita,11.5,True,False,21,315.0,3.4
2025-12-05,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Viernes,4,invierno,Crema de coliflor,Pasta integral con verduras,Leche frita,11.5,True,False,17,204.0,3.8
2025-12-05,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Viernes,4,invierno,Vieiras gratinadas,Chipirones encebollados,Leche frita,11.5,True,False,19,304.0,3.8
2025-12-05,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Viernes,4,invierno,Flautas de pollo,Chilaquiles rojos,Leche frita,11.5,True,False,37,407.0,3.6
2025-12-09,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.7,False,False,56,700.0,3.4
2025-12-09,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,invierno,Ensalada César,Lubina a la sal,Tarta de queso,3.7,False,False,55,715.0,3.0
2025-12-09,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.7,False,False,46,529.0,4.5
2025-12-09,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,invierno,Sopa toscana,Pasta al ragú,Tarta de queso,3.7,False,False,39,546.0,3.1
2025-12-09,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,invierno,Sopa tom yum,Curry japonés,Tarta de queso,3.7,False,False,65,715.0,2.9
2025-12-09,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,invierno,Croquetas de bacalao,Paella mixta,Tarta de queso,3.7,False,False,37,536.5,3.0
2025-12-09,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,invierno,Croquetas caseras,Chuletón de buey,Tarta de queso,3.7,False,False,55,825.0,4.9
2025-12-09,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,invierno,Bowl de boniato asado,Risotto de setas,Tarta de queso,3.7,False,False,38,456.0,4.2
2025-12-09,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,invierno,Cazuela de almejas,Zarzuela de pescado,Tarta de queso,3.7,False,False,41,656.0,3.8
2025-12-09,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,invierno,Queso fundido con chorizo,Mole poblano,Tarta de queso,3.7,False,False,54,594.0,4.3
2025-12-10,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,5.5,True,False,37,462.5,3.8
2025-12-10,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,invierno,Sopa de cebolla,Moussaka,Crema catalana,5.5,True,False,38,494.0,3.4
2025-12-10,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,5.5,True,False,44,506.0,3.3
2025-12-10,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,invierno,Carpaccio de ternera,Saltimbocca romana,Crema catalana,5.5,True,False,47,658.0,4.8
2025-12-10,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,invierno,Wonton soup,Pato pekinés,Crema catalana,5.5,True,False,69,759.0,5.0
2025-12-10,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Miércoles,2,invierno,Calamares a la romana,Arroz con costillas,Crema catalana,5.5,True,False,38,551.0,3.7
2025-12-10,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Miércoles,2,invierno,Morcilla con pimientos,Secreto ibérico a la brasa,Crema catalana,5.5,True,False,34,510.0,4.8
2025-12-10,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Miércoles,2,invierno,Sopa de miso vegana,Chili sin carne,Crema catalana,5.5,True,False,22,264.0,4.6
2025-12-10,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Miércoles,2,invierno,Pulpo a la gallega,Rodaballo al horno,Crema catalana,5.5,True,False,43,688.0,4.6
2025-12-10,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,invierno,Sopa de tortilla,Burritos de carne asada,Crema catalana,5.5,True,False,46,506.0,3.8
2025-12-11,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,3.8,False,False,44,550.0,4.2
2025-12-11,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,invierno,Falafel con ensalada,Tajín de pollo,Brownie con helado,3.8,False,False,58,754.0,3.7
2025-12-11,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,3.8,False,False,37,425.5,3.2
2025-12-11,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,invierno,Crema de parmesano,Pizza quattro formaggi,Brownie con helado,3.8,False,False,50,700.0,4.7
2025-12-11,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,invierno,Dim sum variado,Bibimbap,Brownie con helado,3.8,False,False,68,748.0,4.0
2025-12-11,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,invierno,Pimientos asados,Arroz a banda,Brownie con helado,3.8,False,False,38,551.0,3.0
2025-12-11,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,invierno,Ensalada de escarola,Solomillo al whisky,Brownie con helado,3.8,False,False,49,735.0,3.7
2025-12-11,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,invierno,Falafel casero,Guiso de judías,Brownie con helado,3.8,False,False,25,300.0,2.9
2025-12-11,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Jueves,3,invierno,Navajas a la plancha,Merluza en salsa,Brownie con helado,3.8,False,False,36,576.0,4.8
2025-12-11,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Jueves,3,invierno,Nachos gratinados,Enchiladas verdes,Brownie con helado,3.8,False,False,44,484.0,4.2
2025-12-12,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,7.6,False,False,32,400.0,3.8
2025-12-12,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Viernes,4,invierno,Crema de champiñones,Bacalao confitado,Leche frita,7.6,False,False,43,559.0,3.1
2025-12-12,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,7.6,False,False,36,414.0,4.5
2025-12-12,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Viernes,4,invierno,Bruschetta de champiñones,Ñoquis al pesto,Leche frita,7.6,False,False,24,336.0,3.5
2025-12-12,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Viernes,4,invierno,Sopa pho,Noodles con ternera,Leche frita,7.6,False,False,32,352.0,3.1
2025-12-12,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Viernes,4,invierno,Patatas bravas,Arroz con verduras,Leche frita,7.6,False,False,18,261.0,4.3
2025-12-12,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Viernes,4,invierno,Revuelto de morcilla,Codillo asado,Leche frita,7.6,False,False,25,375.0,3.3
2025-12-12,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Viernes,4,invierno,Crema de coliflor,Pasta integral con verduras,Leche frita,7.6,False,False,22,264.0,2.8
2025-12-12,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Viernes,4,invierno,Vieiras gratinadas,Chipirones encebollados,Leche frita,7.6,False,False,22,352.0,4.0
2025-12-12,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Viernes,4,invierno,Flautas de pollo,Chilaquiles rojos,Leche frita,7.6,False,False,36,396.0,3.8
2025-12-15,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Lunes,0,invierno,Cocido madrileño,Rabo de toro,Torrijas,5.9,False,False,48,600.0,2.9
2025-12-15,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Lunes,0,invierno,Crema de zanahoria y jengibre,Cordero al horno,Torrijas,5.9,False,False,54,702.0,2.7
2025-12-15,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Lunes,0,invierno,Cocido madrileño,Rabo de toro,Torrijas,5.9,False,False,43,494.5,2.8
2025-12-15,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Lunes,0,invierno,Risotto de setas,Ossobuco alla milanese,Torrijas,5.9,False,False,37,518.0,4.4
2025-12-15,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Lunes,0,invierno,Ramen de cerdo,Ramen tonkotsu,Torrijas,5.9,False,False,70,770.0,3.8
2025-12-15,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Lunes,0,invierno,Sopa de marisco,Arroz caldoso de bogavante,Torrijas,5.9,False,False,40,580.0,4.3
2025-12-15,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Lunes,0,invierno,Sopa de cocido,Lechazo asado,Torrijas,5.9,False,False,39,585.0,3.4
2025-12-15,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Lunes,0,invierno,Crema de brócoli,Estofado de soja,Torrijas,5.9,False,False,30,360.0,3.5
2025-12-15,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Lunes,0,invierno,Sopa de marisco,Bacalao gratinado,Torrijas,5.9,False,False,36,576.0,3.9
2025-12-15,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Lunes,0,invierno,Pozole rojo,Tamales de cerdo,Torrijas,5.9,False,False,43,473.0,4.5
2025-12-16,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.2,False,False,44,550.0,4.1
2025-12-16,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,invierno,Ensalada César,Lubina a la sal,Tarta de queso,3.2,False,False,46,598.0,4.1
2025-12-16,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.2,False,False,33,379.5,3.1
2025-12-16,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,invierno,Sopa toscana,Pasta al ragú,Tarta de queso,3.2,False,False,51,714.0,4.6
2025-12-16,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,invierno,Sopa tom yum,Curry japonés,Tarta de queso,3.2,False,False,60,660.0,3.9
2025-12-16,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,invierno,Croquetas de bacalao,Paella mixta,Tarta de queso,3.2,False,False,32,464.0,4.3
2025-12-16,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,invierno,Croquetas caseras,Chuletón de buey,Tarta de queso,3.2,False,False,50,750.0,3.4
2025-12-16,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,invierno,Bowl de boniato asado,Risotto de setas,Tarta de queso,3.2,False,False,27,324.0,3.6
2025-12-16,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,invierno,Cazuela de almejas,Zarzuela de pescado,Tarta de queso,3.2,False,False,30,480.0,4.5
2025-12-16,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,invierno,Queso fundido con chorizo,Mole poblano,Tarta de queso,3.2,False,False,56,616.0,3.2
2025-12-17,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,6.9,False,False,35,437.5,3.4
2025-12-17,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,invierno,Sopa de cebolla,Moussaka,Crema catalana,6.9,False,False,58,754.0,4.3
2025-12-17,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,6.9,False,False,33,379.5,4.4
2025-12-17,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,invierno,Carpaccio de ternera,Saltimbocca romana,Crema catalana,6.9,False,False,46,644.0,4.7
2025-12-17,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,invierno,Wonton soup,Pato pekinés,Crema catalana,6.9,False,False,48,528.0,2.9
2025-12-17,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Miércoles,2,invierno,Calamares a la romana,Arroz con costillas,Crema catalana,6.9,False,False,30,435.0,4.2
2025-12-17,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Miércoles,2,invierno,Morcilla con pimientos,Secreto ibérico a la brasa,Crema catalana,6.9,False,False,44,660.0,3.4
2025-12-17,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Miércoles,2,invierno,Sopa de miso vegana,Chili sin carne,Crema catalana,6.9,False,False,28,336.0,3.9
2025-12-17,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Miércoles,2,invierno,Pulpo a la gallega,Rodaballo al horno,Crema catalana,6.9,False,False,28,448.0,4.6
2025-12-17,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,invierno,Sopa de tortilla,Burritos de carne asada,Crema catalana,6.9,False,False,41,451.0,3.6
2025-12-18,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,5.5,False,False,53,662.5,3.3
2025-12-18,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,invierno,Falafel con ensalada,Tajín de pollo,Brownie con helado,5.5,False,False,57,741.0,3.8
2025-12-18,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,invierno,Fabada asturiana,Secreto ibérico,Brownie con helado,5.5,False,False,34,391.0,3.4
2025-12-18,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,invierno,Crema de parmesano,Pizza quattro formaggi,Brownie con helado,5.5,False,False,39,546.0,3.7
2025-12-18,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,invierno,Dim sum variado,Bibimbap,Brownie con helado,5.5,False,False,53,583.0,4.6
2025-12-18,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,invierno,Pimientos asados,Arroz a banda,Brownie con helado,5.5,False,False,39,565.5,3.9
2025-12-18,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,invierno,Ensalada de escarola,Solomillo al whisky,Brownie con helado,5.5,False,False,39,585.0,4.6
2025-12-18,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,invierno,Falafel casero,Guiso de judías,Brownie con helado,5.5,False,False,33,396.0,2.8
2025-12-18,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Jueves,3,invierno,Navajas a la plancha,Merluza en salsa,Brownie con helado,5.5,False,False,32,512.0,4.3
2025-12-18,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Jueves,3,invierno,Nachos gratinados,Enchiladas verdes,Brownie con helado,5.5,False,False,55,605.0,4.0
2025-12-19,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,8.0,True,False,35,437.5,3.3
2025-12-19,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Viernes,4,invierno,Crema de champiñones,Bacalao confitado,Leche frita,8.0,True,False,34,442.0,4.4
2025-12-19,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Viernes,4,invierno,Potaje de garbanzos,Chuletillas de cordero,Leche frita,8.0,True,False,29,333.5,4.6
2025-12-19,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Viernes,4,invierno,Bruschetta de champiñones,Ñoquis al pesto,Leche frita,8.0,True,False,23,322.0,3.4
2025-12-19,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Viernes,4,invierno,Sopa pho,Noodles con ternera,Leche frita,8.0,True,False,34,374.0,3.5
2025-12-19,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Viernes,4,invierno,Patatas bravas,Arroz con verduras,Leche frita,8.0,True,False,25,362.5,3.5
2025-12-19,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Viernes,4,invierno,Revuelto de morcilla,Codillo asado,Leche frita,8.0,True,False,24,360.0,4.0
2025-12-19,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Viernes,4,invierno,Crema de coliflor,Pasta integral con verduras,Leche frita,8.0,True,False,21,252.0,4.1
2025-12-19,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Viernes,4,invierno,Vieiras gratinadas,Chipirones encebollados,Leche frita,8.0,True,False,20,320.0,3.7
2025-12-19,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Viernes,4,invierno,Flautas de pollo,Chilaquiles rojos,Leche frita,8.0,True,False,35,385.0,3.8
2025-12-22,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Lunes,0,invierno,Cocido madrileño,Rabo de toro,Torrijas,10.8,False,False,56,700.0,4.7
2025-12-22,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Lunes,0,invierno,Crema de zanahoria y jengibre,Cordero al horno,Torrijas,10.8,False,False,46,598.0,3.5
2025-12-22,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Lunes,0,invierno,Cocido madrileño,Rabo de toro,Torrijas,10.8,False,False,34,391.0,4.5
2025-12-22,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Lunes,0,invierno,Risotto de setas,Ossobuco alla milanese,Torrijas,10.8,False,False,33,462.0,4.1
2025-12-22,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Lunes,0,invierno,Ramen de cerdo,Ramen tonkotsu,Torrijas,10.8,False,False,42,462.0,3.8
2025-12-22,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Lunes,0,invierno,Sopa de marisco,Arroz caldoso de bogavante,Torrijas,10.8,False,False,22,319.0,4.9
2025-12-22,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Lunes,0,invierno,Sopa de cocido,Lechazo asado,Torrijas,10.8,False,False,42,630.0,4.0
2025-12-22,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Lunes,0,invierno,Crema de brócoli,Estofado de soja,Torrijas,10.8,False,False,22,264.0,3.7
2025-12-22,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Lunes,0,invierno,Sopa de marisco,Bacalao gratinado,Torrijas,10.8,False,False,25,400.0,4.5
2025-12-22,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Lunes,0,invierno,Pozole rojo,Tamales de cerdo,Torrijas,10.8,False,False,42,462.0,3.8
2025-12-23,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.1,False,False,40,500.0,3.4
2025-12-23,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,invierno,Ensalada César,Lubina a la sal,Tarta de queso,3.1,False,False,49,637.0,4.3
2025-12-23,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,invierno,Sopa de ajo,Bacalao al pil pil,Tarta de queso,3.1,False,False,42,483.0,4.0
2025-12-23,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,invierno,Sopa toscana,Pasta al ragú,Tarta de queso,3.1,False,False,32,448.0,4.7
2025-12-23,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,invierno,Sopa tom yum,Curry japonés,Tarta de queso,3.1,False,False,55,605.0,3.4
2025-12-23,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,invierno,Croquetas de bacalao,Paella mixta,Tarta de queso,3.1,False,False,36,522.0,5.0
2025-12-23,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,invierno,Croquetas caseras,Chuletón de buey,Tarta de queso,3.1,False,False,35,525.0,4.0
2025-12-23,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,invierno,Bowl de boniato asado,Risotto de setas,Tarta de queso,3.1,False,False,35,420.0,4.0
2025-12-23,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,invierno,Cazuela de almejas,Zarzuela de pescado,Tarta de queso,3.1,False,False,36,576.0,4.1
2025-12-23,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,invierno,Queso fundido con chorizo,Mole poblano,Tarta de queso,3.1,False,False,55,605.0,3.4
2025-12-24,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,6.1,False,False,50,625.0,3.6
2025-12-24,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,invierno,Sopa de cebolla,Moussaka,Crema catalana,6.1,False,False,48,624.0,4.3
2025-12-24,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,invierno,Lentejas con verduras,Estofado de ternera,Crema catalana,6.1,False,False,28,322.0,4.3
2025-12-24,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,invierno,Carpaccio de ternera,Saltimbocca romana,Crema catalana,6.1,False,False,43,602.0,3.9
2025-12-24,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,invierno,Wonton soup,Pato pekinés,Crema catalana,6.1,False,False,72,792.0,4.3
